title,slug,headline,logo,description,url,doi,platform,start_date,end_date,status,monetary_incentive,publication_incentive,speaking_incentive,other_incentive,file_submission,container_submission,notebook_submission,other_submission
SARAS-ESAD,SARAS-ESAD,,,"This challenge is part of Medical Imaging with Deep Learning conference, 2020. The conference is held between 6 ‑ 8 July 2020 in Montréal.  The SARAS (Smart Autonomous Robotic Assistant Surgeon) EU consortium, www.saras-project.eu, is working towards replacing the assistant surgeon in MIS with two assistive robotic arms. To accomplish that, an artificial intelligence based system is required which not only can understand the complete surgical scene but also detect the actions being performed by the main surgeon. This information can later be used infer the response required from the autonomous assistant surgeon.",https://saras-esad.grand-challenge.org/,,Grand Challenge,,,completed,False,True,True,FALSE,True,False,FALSE,FALSE
SurgVisDom,surgvisdom,,,,https://surgvisdom.grand-challenge.org/,,Grand Challenge,,,completed,True,False,True,FALSE,False,False,FALSE,FALSE
CADA,CADA,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/531/data-first-row-2.png,"Cerebral aneurysms are local dilations of arterial blood vessels caused by a weakness of the vessel wall. Subarachnoid hemorrhage (SAH) caused by the rupture of a cerebral aneurysm is a life-threatening condition associated with high mortality and morbidity. The mortality rate is above 40%, and even in case of survival cognitive impairment can affect patients for a long time. Major goals in image analysis are the detection and risk assessment of aneurysms. We, therefore, subdivided the challenge into three categories. The first task is finding the aneurysm; the second task is the accurate segmentation to allow for a longitudinal assessment of the development of suspicious aneurysms. The third task is the estimation of the rupture risk of the aneurysm.",https://cada.grand-challenge.org/,https://doi.org/10.1007/978-3-030-72862-5,Grand Challenge,,,completed,False,False,False,FALSE,True,False,FALSE,FALSE
Diabetic Foot Ulcer Challenge 2020,DFU2020,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/532/bb.png,Diabetic Foot Ulcer Challenge 2020,https://dfu2020.grand-challenge.org/,https://doi.org/10.1016/j.compbiomed.2021.104596,Grand Challenge,,,active,False,True,False,FALSE,True,False,FALSE,FALSE
CT diagnosis of COVID-19,COVID-CT,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/537/covid-CT2.png,"Coronavirus disease 2019 (COVID-19) has infected more than 1.3 million individuals all over the world and caused more than 106,000 deaths. One major hurdle in controlling the spreading of this disease is the inefficiency and shortage of medical tests. To mitigate the inefficiency and shortage of existing tests for COVID-19, we propose this competition to encourage the development of effective Deep Learning techniques  to diagnose  COVID-19  based  on CT  images. The problem we want to solve is to classify each CT image into positive COVID-19 (the image has  clinical findings of COVID-19) or negative COVID-19 ( the image does not have  clinical findings of COVID-19). It’s a binary classification problem based on CT images.",https://covid-ct.grand-challenge.org/,,Grand Challenge,,,completed,False,False,False,FALSE,True,False,FALSE,FALSE
AutoImplant,AutoImplant,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/540/logos.PNG,the MICCAI 2020 Cranial Implant Design Challenge,https://autoimplant.grand-challenge.org/,https://arxiv.org/abs/2006.12449,Grand Challenge,,,completed,False,True,True,FALSE,True,False,FALSE,FALSE
CADA - Rupture Risk Estimation,CADA-RRE,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/541/data-first-row-2.png,"Cerebral aneurysms are local dilations of arterial blood vessels caused by a weakness of the vessel wall. Subarachnoid hemorrhage (SAH) caused by the rupture of a cerebral aneurysm is a life-threatening condition associated with high mortality and morbidity. The mortality rate is above 40%, and even in case of survival cognitive impairment can affect patients for a long time. Major goals in image analysis are the detection and risk assessment of aneurysms. We, therefore, subdivided the challenge into three categories. The first task is finding the aneurysm; the second task is the accurate segmentation to allow for a longitudinal assessment of the development of suspicious aneurysms. The third task is the estimation of the rupture risk of the aneurysm.",https://cada-rre.grand-challenge.org/,,Grand Challenge,,,completed,False,True,True,FALSE,True,False,FALSE,FALSE
CADA - Aneurysm Segmentation,CADA-AS,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/543/data-first-row-2.png,"Cerebral aneurysms are local dilations of arterial blood vessels caused by a weakness of the vessel wall. Subarachnoid hemorrhage (SAH) caused by the rupture of a cerebral aneurysm is a life-threatening condition associated with high mortality and morbidity. The mortality rate is above 40%, and even in case of survival cognitive impairment can affect patients for a long time. Major goals in image analysis are the detection and risk assessment of aneurysms. We, therefore, subdivided the challenge into three categories. The first task is finding the aneurysm; the second task is the accurate segmentation to allow for a longitudinal assessment of the development of suspicious aneurysms. The third task is the estimation of the rupture risk of the aneurysm.",https://cada-as.grand-challenge.org/,,Grand Challenge,,,completed,False,False,False,FALSE,True,False,FALSE,FALSE
The PANDA challenge,PANDA,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/544/panda_logo_notext.png,The PANDA challenge: Prostate cANcer graDe Assessment using the Gleason grading system,https://panda.grand-challenge.org/,,Grand Challenge,,,completed,True,False,True,FALSE,False,False,FALSE,FALSE
Pathology Visual Question Answering,PathVQAchallenge,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/548/grand_challenge3.jpg,,https://pathvqachallenge.grand-challenge.org/,,Grand Challenge,,,completed,False,False,False,FALSE,True,False,FALSE,FALSE
QUBIQ,qubiq,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/552/brain.png,Quantification of Uncertainties in Biomedical Image Segmentation Challenge,https://qubiq.grand-challenge.org/,,Grand Challenge,,,active,False,True,False,FALSE,True,False,FALSE,FALSE
LoDoPaB-CT,lodopab,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/555/logo_white_bg.png,Low-Dose CT reconstruction in the setting of the LoDoPaB-CT dataset.,https://lodopab.grand-challenge.org/,https://doi.org/10.1038/s41597-021-00893-z,Grand Challenge,,,active,False,True,True,FALSE,True,False,FALSE,FALSE
Apples-CT,apples-ct,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/557/logo.png,High-throughput CT image reconstruction and defect detection for apples,https://apples-ct.grand-challenge.org/,,Grand Challenge,,,active,False,False,True,FALSE,True,False,FALSE,FALSE
RIADD (ISBI-2021),RIADD,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/562/Logo_ISBI_640_OO4Fuj9.png,Retinal Image Analysis for multi-Disease Detection,https://riadd.grand-challenge.org/,,Grand Challenge,,,active,True,True,False,FALSE,True,False,FALSE,FALSE
MitoEM,MitoEM,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/566/logo2.png,Large-scale 3D mitochondria instance segmentation benchmark,https://mitoem.grand-challenge.org/,,Grand Challenge,,,active,False,True,True,FALSE,True,False,FALSE,FALSE
A-AFMA,A-AFMA,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/567/Figure_3_MVP_example.png,"Prenatal ultrasound (US) measurement of amniotic fluid is an important part of fetal surveillance as it provides a non-invasive way of assessing whether there is oligohydramnios (insufficient amniotic fluid) and polyhydramnios (excess amniotic fluid),  which are associated with numerous problems both during pregnancy and after birth.  In this Image Analysis Challenge, we aim to attract attention from the image analysis community to work on the problem of automated measurement of the MVP using the predefined ultrasound video clip based on a linear-sweep protocol [1]. We define two tasks. The first task is to automatically detect amniotic fluid and the maternal bladder. The second task is to identify the appropriate points for MVP measurement given the selected frame of the video clip, and calculate the length of the connected line between these points. The data was collected from women in the second trimester of pregnancy, as part of the PURE study at the John Radcliffe Hospital in Oxford, UK.",https://a-afma.grand-challenge.org/,,Grand Challenge,,,completed,False,False,True,FALSE,True,False,FALSE,FALSE
COVID-19 LUNG CT LESION SEGMENTATION CHALLENGE - 2020,covid-segmentation,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/569/Challenge_Image.png,This challenge will create the platform to evaluate emerging methods for the segmentation and quantification of lung lesions caused by SARS-CoV-2 infection from CT images.,https://covid-segmentation.grand-challenge.org/,,Grand Challenge,,,active,False,True,True,FALSE,True,False,FALSE,FALSE
Where is VALDO?,VALDO,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/570/LogoVALDO.png,Vascular Lesion Detection Challenge at MICCAI 2021,https://valdo.grand-challenge.org/,,Grand Challenge,,,completed,False,False,True,FALSE,True,False,FALSE,FALSE
SegPC-2021,SegPC-2021,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/574/logo_fRPkhwS.png,"This challenge is positioned towards robust segmentation of cells which is the first stage to build such a tool for plasma cell cancer, namely, Multiple Myeloma (MM), which is a type of blood cancer.",https://segpc-2021.grand-challenge.org/,,Grand Challenge,,,active,False,True,False,FALSE,True,False,FALSE,FALSE
EndoCV2021,EndoCV2021,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/575/endoLogo-2021_AdZmuvg.jpg,Endoscopy Computer Vision Challenge 2021,https://endocv2021.grand-challenge.org/,,Grand Challenge,,,completed,False,False,True,FALSE,True,False,FALSE,FALSE
Foot Ulcer Segmentation Challenge,FUSC,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/579/Logo.png,,https://fusc.grand-challenge.org/,,Grand Challenge,,,completed,False,False,False,FALSE,False,False,FALSE,FALSE
NucMM,NucMM,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/580/NucMM_logo.png,Millimeter-Scale Nucleus 3D Instance Segmentation,https://nucmm.grand-challenge.org/,https://doi.org/10.1007/978-3-030-87193-2_16,Grand Challenge,,,completed,False,False,False,FALSE,True,False,FALSE,FALSE
Carotid Artery Vessel Wall Segmentation Challenge,Vessel-Wall-Segmentation,,,To segment the vessel wall of the carotid artery on black-blood MRI images,https://vessel-wall-segmentation.grand-challenge.org/,,Grand Challenge,,,completed,True,False,True,FALSE,False,False,FALSE,FALSE
Cross-Modality Domain Adaptation Image Segmentation - 2021,crossMoDA,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/592/crossmoda_logo_black.png,The CrossMoDA challenge 2021 introduces the first large and multi-class medical dataset for unsupervised cross-modality Domain Adaptation.,https://crossmoda.grand-challenge.org/,https://doi.org/10.1016/j.media.2022.102628,Grand Challenge,,,active,True,True,True,FALSE,True,False,FALSE,FALSE
KiTS21,kits21,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/594/rendering_dimmed.png,The 2021 MICCAI Kidney and Kidney Tumor Segmentation challenge,https://kits21.grand-challenge.org/,,Grand Challenge,,,completed,True,True,False,FALSE,True,False,FALSE,FALSE
BrainPTM 2021,BrainPTM-2021,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/595/logo_square.jpg,Brain Pre-surgical Tractography Mapping (BrainPTM) in real clinical scans.,https://brainptm-2021.grand-challenge.org/,,Grand Challenge,,,active,False,False,False,FALSE,True,False,FALSE,FALSE
CholecTriplet 2021,CholecTriplet2021,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/596/logo-challenge.png,EndoVis Sub-challenge for Surgical Action Triplet Recognition,https://cholectriplet2021.grand-challenge.org/,,Grand Challenge,,,completed,True,True,True,FALSE,False,False,FALSE,FALSE
RealNoiseMRI,RealNoiseMRI,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/597/Logo_Challenge.png,Brain MRI reconstruction challenge with realistic noise,https://realnoisemri.grand-challenge.org/,,Grand Challenge,,,completed,False,True,False,FALSE,False,False,FALSE,FALSE
PAIP2021,PAIP2021,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/598/640-640.png,"PAIP 2021 Challenge; Perineural invasion in multiple organ cancer (colon, prostate and pancreatobiliary tract)",https://paip2021.grand-challenge.org/,,Grand Challenge,,,active,True,True,True,FALSE,True,False,FALSE,FALSE
FLARE21,FLARE,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/599/logo_hDqJ8uG.gif,Fast and Low GPU memory Abdominal oRgan sEgmentation Challenge,https://flare.grand-challenge.org/,https://doi.org/10.1109/tpami.2021.3100536,Grand Challenge,,,active,True,True,True,FALSE,True,False,FALSE,FALSE
NuCLS,NuCLS,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/601/TCGA-AR-A0U4-DX1_id-5ea40a88ddda5f8398990ccf_left-42405_top-70784_bo_PgpXdUu.png,"Classification, Localization and Segmentation of nuclei in scanned FFPE H&E stained slides of triple-negative breast cancer from The Cancer Genome Atlas. See: Amgad et al. 2021. arXiv:2102.09099 [cs.CV].",https://nucls.grand-challenge.org/,,Grand Challenge,,,completed,False,True,False,FALSE,False,False,FALSE,FALSE
Breast Cancer Segmentation,BCSegmentation,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/602/BCSegmentationLogo.png,"Semantic segmentation of histologic regions in scanned FFPE H&E stained slides of triple-negative breast cancer from The Cancer Genome Atlas. See: Amgad M, Elfandy H, ..., Gutman DA, Cooper LAD. Structured crowdsourcing enables convolutional segmentation of histology images. Bioinformatics. 2019. doi: 10.1093/bioinformatics/btz083",https://bcsegmentation.grand-challenge.org/,,Grand Challenge,,,completed,False,False,False,FALSE,False,False,FALSE,FALSE
FeTA - Fetal Tissue Annotation Challenge,feta,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/604/FeTA_logo_640.png,Fetal Tissue Annotation Challenge,https://feta.grand-challenge.org/,,Grand Challenge,2024-03-21,2024-04-26,completed,False,True,True,FALSE,True,False,FALSE,FALSE
fastPET-LD,fastPET-LD,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/605/IMG_19052021_144815_600_x_600_pixel.jpg,"The purpose of this challenge is the detection of “hot spots” in fast PET scan, that is locations that have an elevated standard uptake value (SUV) and potential clinical significance.  Corresponding CT scans are also provided. The ground truth, common to both datasets, was generated by a nuclear medicine expert. It consists of a 3-D segmentation map of the hot spots as well as a text file  containing the position and size of 3D cuboid bounding box  for each hot spot.",https://fastpet-ld.grand-challenge.org/,,Grand Challenge,,,active,False,False,False,FALSE,True,False,FALSE,FALSE
AutoImplant 2021,AutoImplant2021,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/607/AutoImplant_2021_Logo.png,Second MICCAI Challenge on Automatic Cranial Implant Design (AutoImplant 2021),https://autoimplant2021.grand-challenge.org/,https://doi.org/10.1109/tmi.2021.3077047,Grand Challenge,,,completed,True,True,True,FALSE,False,False,FALSE,FALSE
DFUC2021,DFU-2021,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/608/footsnap_logo.png,Diabetic Foot Ulcer Challenge 2021,https://dfu-2021.grand-challenge.org/,https://doi.org/10.1109/bhi50953.2021.9508563,Grand Challenge,,,active,False,True,True,FALSE,True,False,FALSE,FALSE
SARAS-MESAD,SARAS-MESAD,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/609/Screenshot_3.png,"This challenge is organized under MICCAI 2021, the 24th International Conference on Medical Image Computing and Computer Assisted Intervention. The event will be held from September 27th to October 1st 2021 in Strasbourg, France. The challenge focuses on multi-domain surgeon action detection.",https://saras-mesad.grand-challenge.org/,,Grand Challenge,,,completed,False,False,True,FALSE,True,False,FALSE,FALSE
NODE21,NODE21,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/612/node21logo.jpg,NODE21: generate and detect nodules on chest radiographs,https://node21.grand-challenge.org/,,Grand Challenge,,,active,True,True,False,FALSE,False,True,FALSE,FALSE
WSSS4LUAD,WSSS4LUAD,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/621/%E6%88%AA%E5%B1%8F2021-07-05_%E4%B8%8A%E5%8D%8810.17.09.png,"The WSSS4LUAD dataset contains over 10,000 patches of lung adenocarcinoma from whole slide images from Guangdong Provincial People's Hospital and TCGA with image-level annotations. The goal of this challenge is to perform semantic segmentation for differentiating three important types of tissues in the WSIs of lung adenocarcinoma, including cancerous epithelial region, cancerous stroma region and normal region. Paticipants have to use image-level annotations to give pixel-level prediction.",https://wsss4luad.grand-challenge.org/,,Grand Challenge,,,active,True,False,True,FALSE,True,False,FALSE,FALSE
SKI10,SKI10,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/624/ski10sq-big.png,The goal of SKI10 was to develop and compare algorithms for cartilage and bone segmentation from knee MRI data.,https://ski10.grand-challenge.org/,,Grand Challenge,,,completed,False,False,False,FALSE,False,False,FALSE,FALSE
EMSIG,EMSIG,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/628/EMSIGgroup_nYL722C.png,EMSIG hackathon “radar-based human activity recognition challenge 2021”,https://emsig.grand-challenge.org/,,Grand Challenge,,,active,True,False,True,FALSE,True,False,FALSE,FALSE
QUBIQ2021,QUBIQ21,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/629/brain.png,Quantification of Uncertainties in Biomedical Image Segmentation Challenge 2021,https://qubiq21.grand-challenge.org/,,Grand Challenge,,,active,False,True,True,FALSE,True,False,FALSE,FALSE
MIDOG Challenge 2021,MIDOG2021,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/633/midog_logo.png,Mitosis Domain Generalization Challenge 2021 (part of MICCAI 2021),https://midog2021.grand-challenge.org/,https://arxiv.org/abs/2103.16515,Grand Challenge,,,completed,True,True,True,FALSE,False,True,FALSE,FALSE
TIGER,tiger,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/636/tiger-logo_qr7B8JU.png,Grand challenge on automate assessment of tumor infiltrating lymphocytes in digital pathology slides of triple negative and Her2-positive breast cancers,https://tiger.grand-challenge.org/,,Grand Challenge,2022-02-03,,active,True,True,False,FALSE,False,True,FALSE,FALSE
STOIC2021 - COVID-19 AI Challenge,STOIC2021,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/637/stoic2021logo_B3b4JM9.png,"COVID-19 Artificial Intelligence Challenge: automated diagnosis, and prognostic evaluation based on computed tomography",https://stoic2021.grand-challenge.org/,,Grand Challenge,2021-12-23,2028-01-01,active,False,False,False,FALSE,False,True,FALSE,FALSE
Chest XR COVID-19 detection,CXR-COVID19,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/638/CovidChallenge.png,Build AI models to detect COVID-19 using Chest X-ray images,https://cxr-covid19.grand-challenge.org/,,Grand Challenge,,,completed,False,True,False,FALSE,True,False,FALSE,FALSE
The PI-CAI Challenge,PI-CAI,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/642/square_logo_we441sa.jpg,Artificial Intelligence and Radiologists at Prostate  Cancer Detection in MRI,https://pi-cai.grand-challenge.org/,https://doi.org/10.5281/zenodo.6667655,Grand Challenge,2022-06-12,,active,True,True,False,FALSE,False,True,FALSE,FALSE
Ultra-low Dose PET Imaging Challenge,ultra-low-dose-PET,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/643/Ultra-low_Dose_PET-01.jpg,This challenge aims to develop deep learning algorithms capable of recovering high-quality imaging from low-dose scans on this ultra-low-dose PET scanner.,https://ultra-low-dose-pet.grand-challenge.org/,,Grand Challenge,,,completed,True,False,True,FALSE,True,False,FALSE,FALSE
AIROGS,AIROGS,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/644/logo2-01-logo.png,Artificial Intelligence for RObust Glaucoma Screening Challenge,https://airogs.grand-challenge.org/,,Grand Challenge,2021-12-01,,active,True,True,True,FALSE,False,True,FALSE,FALSE
CoNIC 2022,CoNIC-Challenge,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/648/conic_logo_YbqWBDc.png,Colon Nuclei Identification and Counting Challenge 2022,https://conic-challenge.grand-challenge.org/,https://arxiv.org/abs/2111.14485,Grand Challenge,2022-02-13,,completed,True,True,False,FALSE,False,True,FALSE,FALSE
CholecTriplet2022: Surgical Action Triplet Detection,cholectriplet2022,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/649/t50-logo-2022_kz11kSp.png,Surgical Action Triplet Detection 2022,https://cholectriplet2022.grand-challenge.org/,https://doi.org/10.1007/978-3-030-59716-0_35,Grand Challenge,,,completed,True,True,True,FALSE,False,False,FALSE,FALSE
EndoCV2022,EndoCV2022,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/650/EndoCV2022-logo-v2.jpg,"Developing methods for ""detection task'' and ''segmentation task'' for endoscopic video sequence data",https://endocv2022.grand-challenge.org/,https://doi.org/10.1016/j.media.2021.102002,Grand Challenge,2022-02-20,,completed,False,True,True,FALSE,True,False,FALSE,FALSE
MELA2022,MELA,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/651/LOGO-%E8%93%9D-900.png,"MICCAI 2022 MELA Challenge: A Large-Scale Detection Benchmark of 1,100 CT Scans for Mediastinal Lesion Analysis",https://mela.grand-challenge.org/,,Grand Challenge,2022-07-02,2022-07-17,completed,True,True,False,FALSE,True,False,FALSE,FALSE
KiPA22 (Regular Challenge),kipa22,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/654/logo3_%E5%89%AF%E6%9C%AC.png,"The challenge is aimed to segment kidney, renal tumors, arteries, and veins from computed tomography angiography (CTA) images in one inference.",https://kipa22.grand-challenge.org/,https://doi.org/10.1016/j.media.2020.101722,Grand Challenge,2022-07-01,,active,False,False,True,FALSE,True,False,FALSE,FALSE
Parse2022,Parse2022,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/658/logo.jpg,"It is of significant clinical interest to study pulmonary artery structures in the field of medical image analysis. One prerequisite step is to segment pulmonary artery structures from CT with high accuracy and low time-consuming. The segmentation of pulmonary artery structures benefits the quantification of its morphological changes for diagnosis of pulmonary hypertension and thoracic surgery. However, due to the complexity of pulmonary artery topology, automated segmentation of pulmonary artery topology is a challenging task. Besides, the open accessible large-scale CT data with well labeled pulmonary artery are scarce (The large variations of the topological structures from different patients make the annotation an extremely challenging process). The lack of well labeled pulmonary artery hinders the development of automatic pulmonary artery segmentation algorithm. Hence, we try to host the first Pulmonary ARtery SEgmentation challenge in MICCAI 2022 (Named Parse2022) to start a new research topic.",https://parse2022.grand-challenge.org/,,Grand Challenge,2023-06-30,,active,True,True,True,FALSE,True,False,FALSE,FALSE
TDSC-ABUS2023,TDSC-ABUS2023,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/662/logo.png,"Tumor Detection, Segmentation  and Classification Challenge on  Automated 3D Breast Ultrasound",https://tdsc-abus2023.grand-challenge.org/,,Grand Challenge,2023-07-15,2023-08-20,completed,True,True,True,FALSE,True,False,FALSE,FALSE
INSTANCE2022,instance,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/667/Logo_%E9%A1%B5%E9%9D%A2_2.png,The 2022 Intracranial Hemorrhage Segmentation Challenge on Non-Contrast head CT (NCCT),https://instance.grand-challenge.org/,https://doi.org/10.1109/jbhi.2021.3103850,Grand Challenge,2022-07-14,,active,True,True,True,FALSE,True,False,FALSE,FALSE
BCNB,BCNB,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/668/BCNB-logo_CUGMa0V.png,Early Breast Cancer Core-Needle Biopsy WSI Dataset,https://bcnb.grand-challenge.org/,https://doi.org/10.3389/fonc.2021.759007,Grand Challenge,,,completed,False,False,False,FALSE,True,False,FALSE,FALSE
RAVIR,RAVIR,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/673/IR_Case_022.png,A dataset for  semantic segmentation and quantitative analysis of retinal arteries and veins in infrared reflectance imaging,https://ravir.grand-challenge.org/,https://doi.org/10.1109/jbhi.2022.3163352,Grand Challenge,2022-07-18,,active,False,False,False,FALSE,True,False,FALSE,FALSE
DFUC 2022,DFUC2022,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/674/footsnap_logo.png,"Diabetes is a global epidemic affecting around 425 million people and expected to rise to 629 million by 2045. Diabetic Foot Ulcer (DFU) is a severe condition that can result from the disease. The rise of the condition over the last decades is a challenge for healthcare systems. Cases of DFU usually lead to severe conditions that greatly prolongs treatment and result in limb amputation or death. Recent research focuses on creating detection algorithms to monitor their condition to improve patient care and reduce strain on healthcare systems. Work between Manchester Metropolitan University, Lancashire Teaching Hospitals and Manchester University NHS Foundation Trust has created an international repository of up to 11,000 DFU images. Analysis of ulcer regions is a key for DFU management. Delineation of ulcers is time-consuming. With effort from the lead scientists of the UK, US, India and New Zealand, this challenge promotes novel work in DFU segmentation and promote interdisciplinary researcher collaboration.",https://dfuc2022.grand-challenge.org/,https://arxiv.org/abs/2204.11618,Grand Challenge,2022-06-20,,active,False,False,True,FALSE,True,False,FALSE,FALSE
ATLAS R2.0 - Stroke Lesion Segmentation,ATLAS,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/676/ATLAS_Logo_square.png,Anatomical Tracings of Lesions After Stroke,https://atlas.grand-challenge.org/,https://doi.org/10.1101/2021.12.09.21267554,Grand Challenge,2022-09-18,,completed,False,True,True,FALSE,True,True,FALSE,FALSE
SynthRAD2023,SynthRAD2023,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/678/SynthRAD_square_logo_MnAqldI.png,SynthRAD is the first challenge on automatic generation of synthetic computed tomography (sCT) for radiotherapy,https://synthrad2023.grand-challenge.org/,https://doi.org/10.1002/mp.16529,Grand Challenge,2023-07-15,2028-09-20,active,False,True,True,FALSE,True,True,FALSE,FALSE
3D Teeth Scan Segmentation and Labeling Challenge MICCAI2022,3DTeethSeg,,https://rumc-gcorg-p-public.s3.amazonaws.com/logos/challenge/680/Grand-Challenge-Logo_2.jpg,"Computer-aided design (CAD) tools have become increasingly popular in modern dentistry for highly accurate treatment planning. In particular, in orthodontic CAD systems, advanced intraoral scanners (IOSs) are now widely used as they provide precise digital surface models of the dentition. Such models can dramatically help dentists simulate teeth extraction, move, deletion, and rearrangement and therefore ease the prediction of treatment outcomes.   Although IOSs are becoming widespread in clinical dental practice, there are only few contributions on teeth segmentation/labeling available in the literature and no publicly available database.  A fundamental issue that appears with IOS data is the ability to reliably segment and identify teeth in scanned observations. Teeth segmentation and labelling is difficult as a result of the inherent similarities between teeth shapes as well as their ambiguous positions on jaws.",https://3dteethseg.grand-challenge.org/,,Grand Challenge,2022-07-01,2022-08-15,completed,False,True,False,FALSE,False,True,FALSE,FALSE
